"total_sales","address_line_1","city","state","zipcode"
2312.24,"P.O. Box 95134","London","Kentucky",40745
2793.71,"981 Crescent Walk","Selinsgrove","Pennsylvania",17870
1908.28,"730 Emerald Approach","Bradley","South Carolina",29819
3441.37,"512 Bright Circle","Elgin","Illinois",60121
2023.28,"243 End Causeway","West Union","Illinois",62477
2245.2,"3086 Ingle Ln.","Hansboro","North Dakota",58339
3255.12,"8616 Spinnaker Dr.","Alton","Iowa",51003
2539.5,"271 Sunny Wintergreen","Buckley","Michigan",49620
4818.15,"5557 North Pendale Street","Hansboro","North Dakota",58339
2921.7,"498 Lagoon Fair","Palmer Lake","Colorado",80133
1801.2,"166 Round Smith Throughway","Amarillo","Texas",79161
2804.36,"P.O. Box 39806","Albany","New York",12236
4900.8,"5905 Pompton St.","New York City","New York",10022
2759.31,"728 Pleasant Crescent Knoll","Buckeye","Iowa",50043
2488.2,"782 First Street","Ruston","Louisiana",71270
2769.89,"188 Main Knoll","Clemson","South Carolina",29631
3581.4,"P.O. Box 48570","El Paso","Texas",88588
5285.14,"3675 Furth Circle","Alton","Iowa",51003
3181.53,"4658 Baden Av.","Condon","Oregon",97823
3340.51,"623 View Acres","Edgerton","Wyoming",82635
3138.34,"3086 Ingle Ln.","Rock Valley","Iowa",51247
4775.08,"251 Silent Arcade","Marble","Minnesota",55764
3006.43,"141 Robin Turnpike","Wilkes Barre","Pennsylvania",18711
2866.26,"P.O. Box 43091","Rochelle","Georgia",31079
2232.62,"324 Wishing Row","Tyrone","Georgia",30290
4457.02,"5677 Strong St.","New York City","New York",10022
2257.92,"2304 Long Airport Avenue","New York City","New York",10022
1592,"860 Mountain Orchard","Maywood","Missouri",63454
4948.2,"P.O. Box 83794","Ballwin","Missouri",63022
5160.76,"5677 Strong St.","Los Angeles","California",90003
1978.62,"7825 Douglas Av.","Rock Valley","Iowa",51247
4288.2,"7734 Strong St.","Callaway","Virginia",24067
2520.68,"815 Sunny Bear","Dallas","Texas",75225
1781.22,"591 Crystal Well Inlet","Chaffee","Missouri",63740
3065.04,"138 Sixth Cove","Galveston","Texas",77550
3551.34,"884 Lost Causeway","Great Valley","New York",14741
5544.02,"248 Merry Lock","Kalkaska","Michigan",49646
6034.33,"5677 Strong St.","New York City","New York",10022
3641.57,"P.O. Box 96544","Sterling","Ohio",44276
6930.74,"1785 First Street","Half Moon Bay","California",94019
3675.63,"223 Broad Ramp","Elkwood","Virginia",22718
3442.04,"4575 Hillside Dr.","Los Angeles","California",90003
6893.81,"567 North Pendale Street","New York City","New York",10022
2622.48,"806 Broad Eighth Parkway","Detroit","Michigan",48288
4417.38,"P.O. Box 64090","Miami","Florida",33180
3606.02,"P.O. Box 68746","Prestonsburg","Kentucky",41653
3802.56,"897 Long Airport Avenue","Alton","Iowa",51003
5026.4,"630 Grand Summit Tunnel","Lansing","Michigan",48956
6695.53,"5677 Strong St.","Hansboro","North Dakota",58339
2819.28,"694 Quail Village","Wagener","South Carolina",29164
3759.04,"270 E Crossroad","Occoquan","Virginia",22125
2731.8,"116 Shady Overpass","Gray","Georgia",31032
1658.88,"25 Merry Rise Overpass","Sunland","California",91040
5778.24,"207 Sleepy Ninth Bend","Navajo","New Mexico",87328
5191.12,"589 Bright Ranch Freeway","Hettinger","North Dakota",58639
3862.88,"514 Crystal Bank","Woodlawn","Texas",75694
1476.48,"457 Grand Driveway","Brooklyn","Iowa",52211
5273.73,"5677 Strong St.","Rock Valley","Iowa",51247
4872.03,"8616 Spinnaker Dr.","New York City","New York",10022
4556.99,"P.O. Box 22507","Merrifield","Virginia",22118
8257,"11328 Douglas Av.","Ruston","Louisiana",71270
8209.44,"950 Cinder Plain","Little Sioux","Iowa",51545
3598.5,"P.O. Box 54823","Hoopa","California",95546
3837.24,"4092 Furth Circle","New York City","New York",10022
8331.61,"P.O. Box 92020","Tariff","West Virginia",25281
4836.5,"693 Harvest Main","Warrendale","Pennsylvania",15086
5418.88,"408 Iron Fourth Skyway","San Dimas","California",91773
3734.01,"301 Rocky Gardens","Ladera Ranch","California",92694
3996.4,"6047 Douglas Av.","Callaway","Virginia",24067
8754.69,"612 E Corner","Springfield","Ohio",45504
5481.45,"452 Tawny Essex Bayoo","M C B H Kaneohe Bay","Hawaii",96863
4419.89,"575 E Key","Yuma","Arizona",85369
6324.75,"573 Essex Ramp","Canton","Ohio",44703
4409.72,"P.O. Box 16360","Wheatland","Missouri",65779
3918.46,"2304 Long Airport Avenue","Alton","Iowa",51003
7620.5,"3758 North Pendale Street","New York City","New York",10022
8291.04,"722 Stream Vista","Pineville","Arkansas",72566
3937.25,"6251 Ingle Ln.","Rock Valley","Iowa",51247
5554.4,"P.O. Box 37934","Empire","Louisiana",70050
6407.86,"59 Umber Wintergreen","Englewood","Colorado",80112
4172.52,"5677 Strong St.","New York City","New York",10022
7083.37,"558 Iron Center Arcade","Savannah","Georgia",31405
7132.68,"P.O. Box 90533","Valdez","Alaska",99686
6773.6,"P.O. Box 34653","Kansas City","Missouri",64188
3657.69,"142 Clear Leaf","Walden","Colorado",80480
4812.55,"490 Crystal Horse Vale","Floral Park","New York",11002
3928.6,"5677 Strong St.","New York City","New York",10022
6401.22,"8489 Strong St.","Callaway","Virginia",24067
4191.25,"7586 Pompton St.","Alton","Iowa",51003
5852.52,"752 Jagged Crescent","Gainesville","Florida",32641
2844.87,"897 Long Airport Avenue","New York City","New York",10022
4011.66,"526 Silent Inlet","North Apollo","Pennsylvania",15673
7455.87,"39323 Spinnaker Dr.","Ruston","Louisiana",71270
8940.96,"700 Burning Hill","Crane","Missouri",65633
4572.25,"34 Middle Port","Munford","Tennessee",38058
5700.09,"1785 First Street","Condon","Oregon",97823
3155.49,"2678 Kingston Rd.","New York City","New York",10022
4170.69,"11328 Douglas Av.","Callaway","Virginia",24067
2878.8,"P.O. Box 19075","Glen Head","New York",11545
5029.5,"380 NW Fifth Trace","Mount Zion","West Virginia",26151
7396.8,"4092 Furth Circle","Fonda","Iowa",50553
2991.68,"P.O. Box 56163","Royal","Nebraska",68773
6275.72,"P.O. Box 88962","Lafayette","Louisiana",70508
1534.95,"182 Mountain Bay","Idaho Falls","Idaho",83402
7264.53,"849 Lock Corner","Tacoma","Washington",98407
6869.05,"893 High Quail Mews","Leatherwood","Kentucky",41756
3353.02,"774 Merry Center Arbor","Spring Valley","Illinois",61362
8289.05,"972 Rocky Chase","Richmond","Virginia",23231
11887.8,"176 Cloud Alley","Islip Terrace","New York",11752
5926.9,"974 Wagon Station","Moapa","Nevada",89037
3793.16,"623 Sky Parade","Butler","Maryland",21023
4330.1,"192 Sleepy Ferry","Houston","Texas",77003
2011.8,"584 W Forge Expressway","Partridge","Kentucky",40862
4837.18,"224 Sunny Sixth","Lewiston","Utah",84320
2151.82,"5677 Strong St.","Half Moon Bay","California",94019
2573.46,"P.O. Box 61617","Paducah","Texas",79248
5344.5,"820 Noble Pond","Elliott","South Carolina",29046
3070.52,"P.O. Box 65435","Kenmare","North Dakota",58746
3952.83,"4575 Hillside Dr.","Los Angeles","California",90003
3564.75,"567 North Pendale Street","New York City","New York",10022
5614.56,"P.O. Box 45841","Fort Myers","Florida",33901
1855.41,"P.O. Box 80969","Saint Paul","Minnesota",55117
4598.4,"40 Dewy Pike","Alexandria Bay","New York",13607
5082.42,"897 Long Airport Avenue","Alton","Iowa",51003
5450.59,"437 Dewy Rose","Frederick","Maryland",21709
4174.92,"5677 Strong St.","Hansboro","North Dakota",58339
2418.24,"264 Crescent Nook","Manns Choice","Pennsylvania",15550
3670.4,"P.O. Box 98693","Lindseyville","Kentucky",42257
2481.7,"P.O. Box 68365","Granville","Pennsylvania",17029
3807.68,"946 Ferry Glade","Sitka","Kentucky",41255
2230.41,"515 Round Farms","Daytona Beach","Florida",32198
3814.64,"918 N Maple","Lufkin","Texas",75902
2117.75,"6 Thunder Neck","La Crosse","Kansas",67548
3340.48,"588 Fort Causeway","Sparks","Nevada",89494
2154,"5677 Strong St.","Rock Valley","Iowa",51247
5808.48,"8616 Spinnaker Dr.","New York City","New York",10022
1777.1,"40 Stony Butterfly","Waterbury","Nebraska",68785
1536.57,"P.O. Box 79021","Bergland","Michigan",49910
3510,"5677 Strong St.","Ruston","Louisiana",71270
3097.44,"7825 Douglas Av.","Fonda","Iowa",50553
1705.41,"7734 Strong St.","Fonda","Iowa",50553
2264.32,"281 Umber Square","Orlando","Florida",32808
2484.6,"242 Apple Mount","Tacoma","Washington",98411
3415.68,"663 Rise Boulevard","Littleton","Illinois",61452
2839.32,"P.O. Box 95392","Kinsey","Montana",59338
2730,"256 Misty Robin","Sandstone","Minnesota",55072
3540.53,"982 Broad Rabbit Track","Winston Salem","North Carolina",27155
2999.97,"436 Blue Plaza","Dillon","South Carolina",29536
1527.8,"849 Umber Club","Mcloud","Oklahoma",74851
3907.8,"912 Emerald Richmond","Bristol","Indiana",46507
2658.48,"7635 Spinnaker Dr.","Half Moon Bay","California",94019
3042.68,"84 Field Expressway","Collinsville","Alabama",35961
3861.2,"349 Perkins Dam","York","Pennsylvania",17404
2171.07,"125 Colonial Fifth Bank","Barry","Texas",75102
3403.08,"5290 North Pendale Street","Callaway","Virginia",24067
2245.8,"897 Long Airport Avenue","Fonda","Iowa",50553
1668.5,"P.O. Box 32550","Saint Louis","Missouri",63151
2773.8,"P.O. Box 78258","Rocky Point","North Carolina",28457
2464,"P.O. Box 85060","Mc Connellstown","Pennsylvania",16660
5491.6,"5677 Strong St.","Half Moon Bay","California",94019
4791.82,"945 Cloud Canyon","Mount Orab","Ohio",45154
4178.85,"5557 North Pendale Street","New York City","New York",10022
3128.92,"75 Blue Squaw","Washington","District of Columbia",20219
3095.4,"P.O. Box 71977","Verbank","New York",12585
3958.5,"2793 Furth Circle","New York City","New York",10022
4991.44,"5905 Pompton St.","Callaway","Virginia",24067
2761.96,"936 Golden Crescent Pike","Medimont","Idaho",83842
2848.23,"5677 Strong St.","Alton","Iowa",51003
2539.84,"229 Quiet Ramp","Gainesville","Texas",76241
2444.4,"116 Easy Loaf","Sunman","Indiana",47041
4555.92,"3675 Furth Circle","New York City","New York",10022
3666.96,"481 Deer Junction","Perkinsville","New York",14529
3035.88,"198 High Horse Viaduct","Price","Utah",84501
2321.54,"3086 Ingle Ln.","Rock Valley","Iowa",51247
3474.46,"524 Fourth Edge","Farmington","New York",14425
2501.98,"16780 Pompton St.","New York City","New York",10022
3958.46,"121 Broad Rest","Westover","Pennsylvania",16692
3535.95,"5677 Strong St.","Fonda","Iowa",50553
3011.91,"12 Silver Pathway","Lillian","Texas",76061
11336.7,"5557 North Pendale Street","Condon","Oregon",97823
2656.94,"527 Silent Creek","Grand River","Ohio",44045
2604.25,"5677 Strong St.","New York City","New York",10022
3288.6,"7825 Douglas Av.","New York City","New York",10022
8935.5,"5677 Strong St.","Los Angeles","California",90003
4035.96,"445 Emerald Kennedy Trace","Laconia","Indiana",47135
1875.09,"66 Foggy Lodge","Loveland","Oklahoma",73553
4049.56,"205 Gentle Shadow","Lava Hot Springs","Idaho",83246
2469.39,"234 Sunny Gate","Minneapolis","Minnesota",55458
5432.7,"5677 Strong St.","New York City","New York",10022
4405.22,"7825 Douglas Av.","Alton","Iowa",51003
3638,"7734 Strong St.","Hansboro","North Dakota",58339
4444.92,"519 Indian Island Highway","Marysville","Washington",98270
3395.48,"528 Stony Ferry","Williamsburg","Virginia",23186
3414.58,"169 Foggy Annex","Wasilla","Alaska",99654
5127.04,"824 Essex Plaza","Frakes","Kentucky",40940
3745.28,"942 Squaw Road","Tunkhannock","Pennsylvania",18657
4564.08,"748 Quiet Island Landing","Patterson","Louisiana",70392
6554.24,"548 Heather Bayoo","Falcon","Missouri",65470
6749.83,"P.O. Box 49586","Jackson","Mississippi",39232
8427.02,"P.O. Box 23833","Wyoming","Minnesota",55092
3924.6,"7635 Spinnaker Dr.","Rock Valley","Iowa",51247
6761.6,"P.O. Box 80227","Plymouth","Utah",84330
3786.49,"571 Easy Nectar","Amboy","Minnesota",56010
6266.12,"365 Oak Key","Aspen","Colorado",81612
3491,"293 Shady Park","Houtzdale","Pennsylvania",16651
4405.22,"P.O. Box 47930","Jacksonville Beach","Florida",32250
6548.3,"26 Harvest Lagoon","Mangum","Oklahoma",73554
3177.91,"128 Honey Essex Glen","Sandy Creek","New York",13145
4142.64,"P.O. Box 61794","Huntington","West Virginia",25779
4149.07,"P.O. Box 25597","Riverside","California",92516
7397,"5677 Strong St.","New York City","New York",10022
6241.6,"11328 Douglas Av.","Ruston","Louisiana",71270
5331.88,"973 Jagged Skyway","Kerens","West Virginia",26276
5124.3,"476 Park Driveway","Bonham","Texas",75418
3639.44,"P.O. Box 15799","Waxhaw","North Carolina",28173
5544,"P.O. Box 66243","Lake Arthur","Louisiana",70549
5493.12,"25593 South Bay Ln.","Fonda","Iowa",50553
5785.26,"755 SE Sky","Clinton","Mississippi",39060
5340.6,"2304 Long Airport Avenue","Fonda","Iowa",50553
5735.8,"4092 Furth Circle","Half Moon Bay","California",94019
6357.6,"P.O. Box 81925","Austin","Texas",78744
7343.9,"361 Furth Circle","New York City","New York",10022
5959.22,"447 S Butterfly","Taylor","Pennsylvania",18517
4029.38,"973 Iron View Manor","Elgin","South Carolina",29045
5035.14,"P.O. Box 50170","Sacramento","California",95833
4116.8,"8489 Strong St.","Alton","Iowa",51003
4310.55,"749 Quiet Cider Street","Snoqualmie","Washington",98065
6446.7,"252 Colonial Valley","Pearl City","Hawaii",96782
3616.64,"355 Shadow Inlet","Darien","Wisconsin",53114
4232.76,"1785 First Street","Alton","Iowa",51003
1765.66,"11328 Douglas Av.","Fonda","Iowa",50553
3734.72,"252 Hazy Mountain","Crab Orchard","Tennessee",37723
4808.38,"78934 Hillside Dr.","Half Moon Bay","California",94019
2266.56,"408 Embers Mount","Deerwood","Minnesota",56444
10468.9,"P.O. Box 25799","Rowlesburg","West Virginia",26425
5589.14,"P.O. Box 68938","Littlestown","Pennsylvania",17340
2914.11,"205 Dusty Hickory Crossroad","Salt Lake City","Utah",84189
1740.9,"102 Cinder Wagon Square","Forkland","Alabama",36740
2266.2,"5677 Strong St.","Callaway","Virginia",24067
3155.58,"2440 Pompton St.","Fonda","Iowa",50553
1357.86,"7734 Strong St.","Half Moon Bay","California",94019
2598.82,"64 Seventh Orchard","Abilene","Texas",79604
1057.56,"964 Dusty Ledge","Linesville","Pennsylvania",16424
3127.82,"P.O. Box 91291","Labarre","Louisiana",70751
2488.14,"501 Sunny End","Cove","Arkansas",71937
2220.72,"719 Burning Leaf","New Bedford","Pennsylvania",16140
1357.72,"2678 Kingston Rd.","Fonda","Iowa",50553
1638.04,"163 Dewy Bridge","Grand Prairie","Texas",75052
2626.08,"8616 Spinnaker Dr.","Fonda","Iowa",50553
1661.88,"7635 Spinnaker Dr.","Condon","Oregon",97823
2173.6,"399 Prairie Place","Lexa","Arkansas",72355
2182.05,"299 Emerald Ranch Skyway","Jacksonville Beach","Florida",32250
2819.88,"634 Fork Annex","Lebanon","Nebraska",69036
2598.64,"5290 North Pendale Street","New York City","New York",10022
2019.27,"571 Golden Bayoo","Los Angeles","California",90048
1454.7,"932 Smith Key","Nashville","Tennessee",37235
1657.57,"714 Dewy Oak","Flynn","Texas",77855
2851.84,"101 Goose Promenade","Martin","South Carolina",29836
4609.64,"237 Kennedy Mews","Hanston","Kansas",67849
5079.96,"5677 Strong St.","New York City","New York",10022
1879.92,"P.O. Box 68136","Elk Horn","Iowa",51531
4774.86,"783 NE Hill Pike","D Lo","Mississippi",39062
2687.04,"68 Robin Acres","Columbus","Ohio",43222
3423.75,"16780 Pompton St.","Alton","Iowa",51003
3455.76,"4575 Hillside Dr.","Fonda","Iowa",50553
3622.97,"900 Red Elm Dam","Richmond","California",94801
3599.58,"P.O. Box 76376","Bingham","Nebraska",69335
5386.56,"P.O. Box 53810","Queen City","Missouri",63561
4918.78,"617 Easy Ridge","Big Bend National Park","Texas",79834
2538.8,"948 Indian Hollow","Des Moines","Iowa",50393
2498.6,"6047 Douglas Av.","Rock Valley","Iowa",51247
3858.75,"361 Furth Circle","Hansboro","North Dakota",58339
5600.5,"4658 Baden Av.","Ruston","Louisiana",71270
4103.46,"574 Heather Beach","El Paso","Texas",79978
4287.5,"P.O. Box 17174","Crossville","Tennessee",38572
5795.54,"574 SW Robin","Cleverdale","New York",12820
1863.4,"354 Timber Freeway","Leonardville","Kansas",66449
4166.88,"782 First Street","Hansboro","North Dakota",58339
4080.07,"986 Colonial Fifth","Augusta","Georgia",30914
3815.48,"P.O. Box 58915","Wauconda","Washington",98859
5526.45,"317 W Crescent","Capeville","Virginia",23313
3374.6,"P.O. Box 64730","Hadley","Michigan",48440
3024.5,"73 Noble Bay","Charleston","South Carolina",29413
1266.1,"P.O. Box 45965","Limerick","New York",13657
4811.85,"819 Velvet Fort Mill","Brooklyn","New York",11203
7307.42,"3086 Ingle Ln.","Fonda","Iowa",50553
6209.25,"118 Willow Shore","Michigan","North Dakota",58259
5348.5,"905 Emerald Berry","Olean","New York",14760
2780.58,"730 Main Arcade","Kansas City","Kansas",66105
3447,"4092 Furth Circle","Callaway","Virginia",24067
3791.52,"5677 Strong St.","Hansboro","North Dakota",58339
4524.1,"490 Island Valley","Flora","Mississippi",39071
3337.6,"675 Nectar Mews","Anaheim","California",92806
5532.12,"752 Middle Knoll","Laurel","New York",11948
5096.91,"4575 Hillside Dr.","Half Moon Bay","California",94019
4537.08,"567 North Pendale Street","Fonda","Iowa",50553
6146.8,"6251 Ingle Ln.","Mountain Center","California",92561
8258,"818 Silver Swale","La Vergne","Tennessee",37089
7238.28,"546 Burning Ironwood Heights","Fairburn","South Dakota",57738
6756,"905 Silver Second Parade","Philadelphia","Pennsylvania",19255
3734,"7586 Pompton St.","Fonda","Iowa",50553
4674.8,"5677 Strong St.","Half Moon Bay","California",94019
7140.76,"897 Long Airport Avenue","New York City","New York",10022
3600.65,"427 S Summit Mews","Commerce","Georgia",30529
4206.74,"P.O. Box 60420","Lovejoy","Georgia",30250
5379.71,"2678 Kingston Rd.","Alton","Iowa",51003
5679.36,"5905 Pompton St.","Alton","Iowa",51003
4394.84,"4092 Furth Circle","Ruston","Louisiana",71270
2528.25,"432 SE Expressway","Orondo","Washington",98843
7031.52,"827 Washington Vale","Slidell","Louisiana",70461
5340.9,"338 Colonial Crescent","Geyserville","California",95441
6376.58,"639 Iron Horse","Columbus","Ohio",43207
6896.75,"25593 South Bay Ln.","Condon","Oregon",97823
1903.22,"2304 Long Airport Avenue","New York City","New York",10022
2499.56,"955 Merry Quail","Mule Creek","New Mexico",88051
3081.24,"8489 Strong St.","Los Angeles","California",90003
3598.22,"246 SW Circle Plaza","Lakeview","North Carolina",28350
3912.09,"7734 Strong St.","Rock Valley","Iowa",51247
1584.66,"94 Ferry Passage","San Antonio","Texas",78297
3942.72,"5677 Strong St.","Callaway","Virginia",24067
2341.2,"746 Club Point","San Antonio","New Mexico",87832
2482.11,"4092 Furth Circle","Fonda","Iowa",50553
3602.02,"645 S Flat","Mio","Michigan",48647
3566.94,"87 SW Drive","Easton","Kansas",66020
3787.98,"P.O. Box 16770","Idaho Springs","Colorado",80452
3704.05,"494 Iron Hill Bridge","Cullen","Louisiana",71021
2834.65,"385 Silver Stravenue","New Franklin","Missouri",65274
3392.26,"819 Dewy Smith Driveway","Humboldt","Kansas",66748
3358.31,"700 Jagged Kennedy Jetty","Mc Clellandtown","Pennsylvania",15458
7310,"334 Jagged Island Orchard","Bay","Arkansas",72411
2203.11,"522 Clear Nectar Parkway","Wyncote","Pennsylvania",19095
2696.96,"78934 Hillside Dr.","Half Moon Bay","California",94019
3376.64,"P.O. Box 31062","Wilmington","Delaware",19894
541.14,"3086 Ingle Ln.","Fonda","Iowa",50553
6134.7,"578 Emerald Bridge","Minneapolis","Minnesota",55458
3382.5,"443 NW Cliff Acres","Harwick","Pennsylvania",15049
2240.66,"P.O. Box 51214","Pillsbury","North Dakota",58065
3962.88,"P.O. Box 15231","Ottawa","Illinois",61350
1685.28,"5677 Strong St.","Half Moon Bay","California",94019
1834.36,"248 Blossom Mount","Sebastian","Texas",78594
1916.98,"1785 First Street","Callaway","Virginia",24067
2611,"223 W Pass","Marysville","Kansas",66433
3630.28,"4575 Hillside Dr.","Half Moon Bay","California",94019
5090.5,"802 E Bend","Ainsworth","Nebraska",69210
3949.65,"26 Fillmore Bayoo","McKee","Kentucky",40441
3491.67,"763 Lazy Spring","San Ramon","California",94582
2059.19,"63 Silver Light","Irvine","California",92717
3170.16,"897 Long Airport Avenue","Fonda","Iowa",50553
1790.6,"595 N Panda","Lake Odessa","Michigan",48849
2345.97,"614 Cedar Crescent Gateway","Limon","Colorado",80828
3580.88,"787 Beacon Path","Davidson","North Carolina",28036
4946.06,"51 Hazy Land","Minneapolis","Minnesota",55400
3525.6,"328 Clear Shadow Estate","Bly","Oregon",97622
3602.16,"229 Fox Route","Windsor Heights","West Virginia",26075
4300.5,"986 Burning Approach","Stouts Mills","West Virginia",26439
4498.19,"5905 Pompton St.","New York City","New York",10022
3023.1,"308 Mission Approach","Hiseville","Kentucky",42152
3562.49,"P.O. Box 79785","Kawkawlin","Michigan",48631
1640.24,"678 Thunder Eighth Chase","Friday Harbor","Washington",98250
4739.4,"5677 Strong St.","Alton","Iowa",51003
1207.68,"8616 Spinnaker Dr.","New York City","New York",10022
4228.2,"20 Park Haven","Evans Mills","New York",13637
4815.45,"760 Hidden Fox","Boon","Michigan",49618
7083,"P.O. Box 96668","Canistota","South Dakota",57012
4601.2,"9408 Furth Circle","Alton","Iowa",51003
6467.02,"840 Amber Fifth","Atlanta","Georgia",30338
5012.55,"206 Lost River Edge","Stonewall","Oklahoma",74871
5121.59,"280 Burning Loaf","San Diego","California",92184
2441.04,"782 First Street","Fonda","Iowa",50553
4262.08,"309 Sleepy Fifth","Brookwood","Alabama",35444
6658.02,"6251 Ingle Ln.","New York City","New York",10022
4509.08,"371 Pleasant Mission Port","Willow Creek","California",95573
4716.23,"5677 Strong St.","Hansboro","North Dakota",58339
2390.22,"567 North Pendale Street","New York City","New York",10022
4666.62,"406 Sky Oval","Bessemer","Pennsylvania",16112
5383.08,"258 Lake Throughway","Highland Park","Michigan",48203
2482.25,"7586 Pompton St.","Alton","Iowa",51003
5288.64,"329 Cedar Course Path","Johnson City","New York",13790
2184.38,"39323 Spinnaker Dr.","Fonda","Iowa",50553
2881.76,"P.O. Box 37938","Mohawk","West Virginia",24862
6203.06,"438 Rocky Barn Orchard","Bethlehem","Maryland",21609
6763.47,"9 Silent Overpass","Bridgeville","California",95526
5884.65,"P.O. Box 41218","Burnet","Texas",78611
3559.64,"5677 Strong St.","Callaway","Virginia",24067
1668.37,"P.O. Box 47644","Honolulu","Hawaii",96801
4890.6,"5677 Strong St.","Hansboro","North Dakota",58339
5235.72,"P.O. Box 46904","San Luis Obispo","California",93408
4325.16,"733 N Hollow","Sawyerville","Alabama",36776
1938.89,"226 W Light","Schenectady","New York",12307
2490.5,"5677 Strong St.","Half Moon Bay","California",94019
2314.69,"344 Neck Quay","Ewen","Michigan",49925
1254.83,"9408 Furth Circle","Fonda","Iowa",50553
1282.8,"59 Silver Orchard","Nevis","Minnesota",56467
1345.75,"659 Red Pine","Piney View","West Virginia",25906
2194.22,"950 Umber Glen","Spavinaw","Oklahoma",74366
1972,"782 First Street","Rock Valley","Iowa",51247
1835.98,"34 Sixth Way","Long Beach","California",90805
1119.93,"880 Pleasant Sixth","Westphalia","Missouri",65085
2082.88,"3675 Furth Circle","Hansboro","North Dakota",58339
1569.75,"5677 Strong St.","Ruston","Louisiana",71270
2694.15,"567 North Pendale Street","New York City","New York",10022
1257.27,"188 Old Ridge","Ringgold","Virginia",24586
2567.84,"582 Dewy Spring Skyway","Monessen","Pennsylvania",15062
2634.28,"7586 Pompton St.","Hansboro","North Dakota",58339
1502.78,"P.O. Box 23962","Alexandria","Louisiana",71301
1676.2,"683 Stony Pine","Herminie","Pennsylvania",15637
2217.15,"5677 Strong St.","Fonda","Iowa",50553
6832.02,"2678 Kingston Rd.","New York City","New York",10022
1916.64,"5557 North Pendale Street","New York City","New York",10022
7110.8,"921 Fawn Divide","Kirkland","Washington",98033
5302.8,"P.O. Box 67275","Bucyrus","Ohio",44820
2730,"21 Umber Embers","Port Arthur","Texas",77642
7827.3,"5677 Strong St.","Alton","Iowa",51003
2095.45,"320 Umber Rise Turnpike","San Antonio","Texas",78289
1556.62,"P.O. Box 52702","League City","Texas",77574
5565.12,"P.O. Box 80403","Tupman","California",93276
3583.16,"844 Grand Lane","Huddleston","Virginia",24104
4705.18,"5677 Strong St.","Brandon","Florida",33510
4444.54,"2440 Pompton St.","Pineola","North Carolina",28662
4618.88,"7734 Strong St.","Novi","Michigan",48375
4910.4,"645 Crystal Pony","Huntsville","Alabama",35801
5565.12,"516 Timber Trafficway","Seattle","Washington",98127
4237.76,"709 Broad Summit Falls","Stoutsville","Missouri",65283
5673.58,"302 Old View","Baltimore","Maryland",21280
5260.15,"409 Fallen Mall","Gainesville","Florida",32604
6350.96,"P.O. Box 63217","Memphis","Tennessee",38107
3559.4,"130 Mission Haven","Melbourne","Florida",32919
2410.6,"8616 Spinnaker Dr.","Suffern","New York",10901
5713.92,"7635 Spinnaker Dr.","Silver Point","Tennessee",38582
4300.32,"375 Fillmore Tunnel","Lovell","Wyoming",82431
7947.31,"762 Iron Ironwood Road","Dudley","Georgia",31022
5356.8,"748 Cedar Richmond","Waverly","Kentucky",42462
7901.1,"5290 North Pendale Street","Salem","Kentucky",42078
6101,"475 Mission Key","Toledo","Washington",98591
6276.46,"560 Quiet Smith","Hillsboro","Ohio",45133
4203.5,"719 Umber Dam","Columbus","Arkansas",71831
1629.04,"582 Clear Bend","Macon","Georgia",31221
3289.86,"610 Jagged Vale","Simi Valley","California",93094
6862.94,"5677 Strong St.","Ringgold","Virginia",24586
2574.18,"P.O. Box 98289","Blue Mountain Lake","New York",12812
1327.79,"8489 Strong St.","Barneveld","Wisconsin",53507
2356.25,"P.O. Box 17416","Cincinnati","Ohio",45258
2013.5,"432 Honey Highlands","West Monroe","Louisiana",71292
2807.22,"560 NW Lodge","Chalk","Texas",79224
3072.96,"5677 Strong St.","Woodinville","Washington",98072
1906.5,"339 Amber Alley","Mc Crory","Arkansas",72397
3431.7,"4092 Furth Circle","Newburg","West Virginia",26410
2084.75,"886 Branch Farms","Osakis","Minnesota",56360
2136.01,"337 Panda Hollow","Clear","Alaska",99704
2009.7,"P.O. Box 93028","Donaldson","Indiana",46513
2719.8,"4092 Furth Circle","Toledo","Ohio",43654
1575.08,"991 Lost Turnpike","Bronson","Michigan",49028
1688.43,"753 Noble Point","Cataula","Georgia",31804
1672.1,"820 Round Camp Trafficway","Seattle","Washington",98165
1674.75,"845 Cozy Track","Hathaway Pines","California",95233
3472.98,"799 Crystal Ferry Vale","Pittsburgh","Pennsylvania",15236
1649.18,"P.O. Box 39117","Coburn","Pennsylvania",16832
3751,"78934 Hillside Dr.","Climax","Georgia",39834
4536,"435 Amber Freeway","Ojai","California",93023
4421.34,"3086 Ingle Ln.","Albany","Georgia",31707
2078.28,"P.O. Box 79185","Kennesaw","Georgia",30156
3069,"832 Smith Woods","Sauk City","Wisconsin",53583
1713.8,"8489 Strong St.","Napa","California",94559
1506.5,"62 Cinder Forge","Grand Junction","Colorado",81503
2692.12,"149 Grove Trace","Friendsville","Maryland",21531
2422.08,"25593 South Bay Ln.","Loomis","Washington",98827
3488.34,"5677 Strong St.","Sierra Vista","Arizona",85635
2583.34,"2304 Long Airport Avenue","Crab Orchard","Tennessee",37723
1249.4,"4092 Furth Circle","Deerwood","Minnesota",56444
3374.71,"868 Dewy Robin","Osco","Illinois",61274
