id,oi_id,address_line_1,city,state,zipcode
1016,1016,950 Cinder Plain,Little Sioux,Iowa,51545
1017,1017,P.O. Box 54823,Hoopa,California,95546
1018,1018,4092 Furth Circle,New York City,New York,10022
1019,1019,P.O. Box 92020,Tariff,West Virginia,25281
1020,1020,693 Harvest Main,Warrendale,Pennsylvania,15086
1021,1021,408 Iron Fourth Skyway,San Dimas,California,91773
1022,1022,301 Rocky Gardens,Ladera Ranch,California,92694
1023,1023,6047 Douglas Av.,Callaway,Virginia,24067
1024,1024,612 E Corner,Springfield,Ohio,45504
1025,1025,452 Tawny Essex Bayoo,M C B H Kaneohe Bay,Hawaii,96863
1026,1026,575 E Key,Yuma,Arizona,85369
1027,1027,573 Essex Ramp,Canton,Ohio,44703
1028,1028,P.O. Box 16360,Wheatland,Missouri,65779
1029,1029,2304 Long Airport Avenue,Alton,Iowa,51003
1030,1030,3758 North Pendale Street,New York City,New York,10022
1031,1031,722 Stream Vista,Pineville,Arkansas,72566
1032,1032,6251 Ingle Ln.,Rock Valley,Iowa,51247
1033,1033,P.O. Box 37934,Empire,Louisiana,70050
1034,1034,59 Umber Wintergreen,Englewood,Colorado,80112
1035,1035,5677 Strong St.,New York City,New York,10022
1036,1036,558 Iron Center Arcade,Savannah,Georgia,31405
1037,1037,P.O. Box 90533,Valdez,Alaska,99686
1038,1038,P.O. Box 34653,Kansas City,Missouri,64188
1039,1039,142 Clear Leaf,Walden,Colorado,80480
1040,1040,490 Crystal Horse Vale,Floral Park,New York,11002
1041,1041,5677 Strong St.,New York City,New York,10022
1042,1042,8489 Strong St.,Callaway,Virginia,24067
1043,1043,7586 Pompton St.,Alton,Iowa,51003
1044,1044,752 Jagged Crescent,Gainesville,Florida,32641
1045,1045,897 Long Airport Avenue,New York City,New York,10022
1046,1046,526 Silent Inlet,North Apollo,Pennsylvania,15673
1047,1047,39323 Spinnaker Dr.,Ruston,Louisiana,71270
1048,1048,700 Burning Hill,Crane,Missouri,65633
1049,1049,34 Middle Port,Munford,Tennessee,38058
1050,1050,1785 First Street,Condon,Oregon,97823
1051,1051,2678 Kingston Rd.,New York City,New York,10022
1052,1052,11328 Douglas Av.,Callaway,Virginia,24067
1053,1053,P.O. Box 19075,Glen Head,New York,11545
1054,1054,380 NW Fifth Trace,Mount Zion,West Virginia,26151
1055,1055,4092 Furth Circle,Fonda,Iowa,50553
1056,1056,P.O. Box 56163,Royal,Nebraska,68773
1057,1057,P.O. Box 88962,Lafayette,Louisiana,70508
1058,1058,182 Mountain Bay,Idaho Falls,Idaho,83402
1059,1059,849 Lock Corner,Tacoma,Washington,98407
1060,1060,893 High Quail Mews,Leatherwood,Kentucky,41756
1061,1061,774 Merry Center Arbor,Spring Valley,Illinois,61362
1062,1062,972 Rocky Chase,Richmond,Virginia,23231
1063,1063,176 Cloud Alley,Islip Terrace,New York,11752
1064,1064,974 Wagon Station,Moapa,Nevada,89037
1065,1065,623 Sky Parade,Butler,Maryland,21023
1066,1066,192 Sleepy Ferry,Houston,Texas,77003
1067,1067,584 W Forge Expressway,Partridge,Kentucky,40862
1068,1068,224 Sunny Sixth,Lewiston,Utah,84320
1069,1069,5677 Strong St.,Half Moon Bay,California,94019
1070,1070,P.O. Box 61617,Paducah,Texas,79248
1071,1071,820 Noble Pond,Elliott,South Carolina,29046
1072,1072,P.O. Box 65435,Kenmare,North Dakota,58746
1073,1073,4575 Hillside Dr.,Los Angeles,California,90003
1074,1074,567 North Pendale Street,New York City,New York,10022
1075,1075,P.O. Box 45841,Fort Myers,Florida,33901
1076,1076,P.O. Box 80969,Saint Paul,Minnesota,55117
1077,1077,40 Dewy Pike,Alexandria Bay,New York,13607
1078,1078,897 Long Airport Avenue,Alton,Iowa,51003
1079,1079,437 Dewy Rose,Frederick,Maryland,21709
1080,1080,5677 Strong St.,Hansboro,North Dakota,58339
1081,1081,264 Crescent Nook,Manns Choice,Pennsylvania,15550
1082,1082,P.O. Box 98693,Lindseyville,Kentucky,42257
1083,1083,P.O. Box 68365,Granville,Pennsylvania,17029
1084,1084,946 Ferry Glade,Sitka,Kentucky,41255
1085,1085,515 Round Farms,Daytona Beach,Florida,32198
1086,1086,918 N Maple,Lufkin,Texas,75902
1087,1087,6 Thunder Neck,La Crosse,Kansas,67548
1088,1088,588 Fort Causeway,Sparks,Nevada,89494
1089,1089,5677 Strong St.,Rock Valley,Iowa,51247
1090,1090,8616 Spinnaker Dr.,New York City,New York,10022
1091,1091,40 Stony Butterfly,Waterbury,Nebraska,68785
1092,1092,P.O. Box 79021,Bergland,Michigan,49910
1093,1093,5677 Strong St.,Ruston,Louisiana,71270
1094,1094,7825 Douglas Av.,Fonda,Iowa,50553
1095,1095,7734 Strong St.,Fonda,Iowa,50553
1096,1096,281 Umber Square,Orlando,Florida,32808
1097,1097,242 Apple Mount,Tacoma,Washington,98411
1098,1098,663 Rise Boulevard,Littleton,Illinois,61452
1099,1099,P.O. Box 95392,Kinsey,Montana,59338
1100,1100,256 Misty Robin,Sandstone,Minnesota,55072
1101,1101,982 Broad Rabbit Track,Winston Salem,North Carolina,27155
1102,1102,436 Blue Plaza,Dillon,South Carolina,29536
1103,1103,849 Umber Club,Mcloud,Oklahoma,74851
1104,1104,912 Emerald Richmond,Bristol,Indiana,46507
1105,1105,7635 Spinnaker Dr.,Half Moon Bay,California,94019
1106,1106,84 Field Expressway,Collinsville,Alabama,35961
1107,1107,349 Perkins Dam,York,Pennsylvania,17404
1108,1108,125 Colonial Fifth Bank,Barry,Texas,75102
1109,1109,5290 North Pendale Street,Callaway,Virginia,24067
1110,1110,897 Long Airport Avenue,Fonda,Iowa,50553
1111,1111,P.O. Box 32550,Saint Louis,Missouri,63151
1112,1112,P.O. Box 78258,Rocky Point,North Carolina,28457
1113,1113,P.O. Box 85060,Mc Connellstown,Pennsylvania,16660
1114,1114,5677 Strong St.,Half Moon Bay,California,94019
1115,1115,945 Cloud Canyon,Mount Orab,Ohio,45154
1116,1116,5557 North Pendale Street,New York City,New York,10022
1117,1117,75 Blue Squaw,Washington,District of Columbia,20219
1118,1118,P.O. Box 71977,Verbank,New York,12585
1119,1119,2793 Furth Circle,New York City,New York,10022
1120,1120,5905 Pompton St.,Callaway,Virginia,24067
1121,1121,936 Golden Crescent Pike,Medimont,Idaho,83842
1122,1122,5677 Strong St.,Alton,Iowa,51003
1123,1123,229 Quiet Ramp,Gainesville,Texas,76241
1124,1124,116 Easy Loaf,Sunman,Indiana,47041
1125,1125,3675 Furth Circle,New York City,New York,10022
1126,1126,481 Deer Junction,Perkinsville,New York,14529
1127,1127,198 High Horse Viaduct,Price,Utah,84501
1128,1128,3086 Ingle Ln.,Rock Valley,Iowa,51247
1129,1129,524 Fourth Edge,Farmington,New York,14425
1130,1130,16780 Pompton St.,New York City,New York,10022
1131,1131,121 Broad Rest,Westover,Pennsylvania,16692
1132,1132,5677 Strong St.,Fonda,Iowa,50553
1133,1133,12 Silver Pathway,Lillian,Texas,76061
1134,1134,5557 North Pendale Street,Condon,Oregon,97823
1135,1135,527 Silent Creek,Grand River,Ohio,44045
1136,1136,5677 Strong St.,New York City,New York,10022
1137,1137,7825 Douglas Av.,New York City,New York,10022
1138,1138,5677 Strong St.,Los Angeles,California,90003
1139,1139,445 Emerald Kennedy Trace,Laconia,Indiana,47135
1140,1140,66 Foggy Lodge,Loveland,Oklahoma,73553
1141,1141,205 Gentle Shadow,Lava Hot Springs,Idaho,83246
1142,1142,234 Sunny Gate,Minneapolis,Minnesota,55458
1143,1143,5677 Strong St.,New York City,New York,10022
1144,1144,7825 Douglas Av.,Alton,Iowa,51003
1145,1145,7734 Strong St.,Hansboro,North Dakota,58339
1146,1146,519 Indian Island Highway,Marysville,Washington,98270
1147,1147,528 Stony Ferry,Williamsburg,Virginia,23186
1148,1148,169 Foggy Annex,Wasilla,Alaska,99654
1149,1149,824 Essex Plaza,Frakes,Kentucky,40940
1150,1150,942 Squaw Road,Tunkhannock,Pennsylvania,18657
1151,1151,748 Quiet Island Landing,Patterson,Louisiana,70392
1152,1152,548 Heather Bayoo,Falcon,Missouri,65470
1153,1153,P.O. Box 49586,Jackson,Mississippi,39232
1154,1154,P.O. Box 23833,Wyoming,Minnesota,55092
1155,1155,7635 Spinnaker Dr.,Rock Valley,Iowa,51247
1156,1156,P.O. Box 80227,Plymouth,Utah,84330
1157,1157,571 Easy Nectar,Amboy,Minnesota,56010
1158,1158,365 Oak Key,Aspen,Colorado,81612
1159,1159,293 Shady Park,Houtzdale,Pennsylvania,16651
1160,1160,P.O. Box 47930,Jacksonville Beach,Florida,32250
1161,1161,26 Harvest Lagoon,Mangum,Oklahoma,73554
1162,1162,128 Honey Essex Glen,Sandy Creek,New York,13145
1163,1163,P.O. Box 61794,Huntington,West Virginia,25779
1164,1164,P.O. Box 25597,Riverside,California,92516
1165,1165,5677 Strong St.,New York City,New York,10022
1166,1166,11328 Douglas Av.,Ruston,Louisiana,71270
1167,1167,973 Jagged Skyway,Kerens,West Virginia,26276
1168,1168,476 Park Driveway,Bonham,Texas,75418
1169,1169,P.O. Box 15799,Waxhaw,North Carolina,28173
1170,1170,P.O. Box 66243,Lake Arthur,Louisiana,70549
1171,1171,25593 South Bay Ln.,Fonda,Iowa,50553
1172,1172,755 SE Sky,Clinton,Mississippi,39060
1173,1173,2304 Long Airport Avenue,Fonda,Iowa,50553
1174,1174,4092 Furth Circle,Half Moon Bay,California,94019
1175,1175,P.O. Box 81925,Austin,Texas,78744
1176,1176,361 Furth Circle,New York City,New York,10022
1177,1177,447 S Butterfly,Taylor,Pennsylvania,18517
1178,1178,973 Iron View Manor,Elgin,South Carolina,29045
1179,1179,P.O. Box 50170,Sacramento,California,95833
1180,1180,8489 Strong St.,Alton,Iowa,51003
1181,1181,749 Quiet Cider Street,Snoqualmie,Washington,98065
1182,1182,252 Colonial Valley,Pearl City,Hawaii,96782
1183,1183,355 Shadow Inlet,Darien,Wisconsin,53114
1184,1184,1785 First Street,Alton,Iowa,51003
1185,1185,11328 Douglas Av.,Fonda,Iowa,50553
1186,1186,252 Hazy Mountain,Crab Orchard,Tennessee,37723
1187,1187,78934 Hillside Dr.,Half Moon Bay,California,94019
1188,1188,408 Embers Mount,Deerwood,Minnesota,56444
1189,1189,P.O. Box 25799,Rowlesburg,West Virginia,26425
1190,1190,P.O. Box 68938,Littlestown,Pennsylvania,17340
1191,1191,205 Dusty Hickory Crossroad,Salt Lake City,Utah,84189
1192,1192,102 Cinder Wagon Square,Forkland,Alabama,36740
1193,1193,5677 Strong St.,Callaway,Virginia,24067
1194,1194,2440 Pompton St.,Fonda,Iowa,50553
1195,1195,7734 Strong St.,Half Moon Bay,California,94019
1196,1196,64 Seventh Orchard,Abilene,Texas,79604
1197,1197,964 Dusty Ledge,Linesville,Pennsylvania,16424
1198,1198,P.O. Box 91291,Labarre,Louisiana,70751
1199,1199,501 Sunny End,Cove,Arkansas,71937
1200,1200,719 Burning Leaf,New Bedford,Pennsylvania,16140
1201,1201,2678 Kingston Rd.,Fonda,Iowa,50553
1202,1202,163 Dewy Bridge,Grand Prairie,Texas,75052
1203,1203,8616 Spinnaker Dr.,Fonda,Iowa,50553
1204,1204,7635 Spinnaker Dr.,Condon,Oregon,97823
1205,1205,399 Prairie Place,Lexa,Arkansas,72355
1206,1206,299 Emerald Ranch Skyway,Jacksonville Beach,Florida,32250
1207,1207,634 Fork Annex,Lebanon,Nebraska,69036
1208,1208,5290 North Pendale Street,New York City,New York,10022
1209,1209,571 Golden Bayoo,Los Angeles,California,90048
1210,1210,932 Smith Key,Nashville,Tennessee,37235
1211,1211,714 Dewy Oak,Flynn,Texas,77855
1212,1212,101 Goose Promenade,Martin,South Carolina,29836
1213,1213,237 Kennedy Mews,Hanston,Kansas,67849
1214,1214,5677 Strong St.,New York City,New York,10022
1215,1215,P.O. Box 68136,Elk Horn,Iowa,51531
1216,1216,783 NE Hill Pike,D Lo,Mississippi,39062
1217,1217,68 Robin Acres,Columbus,Ohio,43222
1218,1218,16780 Pompton St.,Alton,Iowa,51003
1219,1219,4575 Hillside Dr.,Fonda,Iowa,50553
1220,1220,900 Red Elm Dam,Richmond,California,94801
1221,1221,P.O. Box 76376,Bingham,Nebraska,69335
1222,1222,P.O. Box 53810,Queen City,Missouri,63561
1223,1223,617 Easy Ridge,Big Bend National Park,Texas,79834
1224,1224,948 Indian Hollow,Des Moines,Iowa,50393
1225,1225,6047 Douglas Av.,Rock Valley,Iowa,51247
1226,1226,361 Furth Circle,Hansboro,North Dakota,58339
1227,1227,4658 Baden Av.,Ruston,Louisiana,71270
1228,1228,574 Heather Beach,El Paso,Texas,79978
1229,1229,P.O. Box 17174,Crossville,Tennessee,38572
1230,1230,574 SW Robin,Cleverdale,New York,12820
1231,1231,354 Timber Freeway,Leonardville,Kansas,66449
1232,1232,782 First Street,Hansboro,North Dakota,58339
1233,1233,986 Colonial Fifth,Augusta,Georgia,30914
1234,1234,P.O. Box 58915,Wauconda,Washington,98859
1235,1235,317 W Crescent,Capeville,Virginia,23313
1236,1236,P.O. Box 64730,Hadley,Michigan,48440
1237,1237,73 Noble Bay,Charleston,South Carolina,29413
1238,1238,P.O. Box 45965,Limerick,New York,13657
1239,1239,819 Velvet Fort Mill,Brooklyn,New York,11203
1240,1240,3086 Ingle Ln.,Fonda,Iowa,50553
1241,1241,118 Willow Shore,Michigan,North Dakota,58259
1242,1242,905 Emerald Berry,Olean,New York,14760
1243,1243,730 Main Arcade,Kansas City,Kansas,66105
1244,1244,4092 Furth Circle,Callaway,Virginia,24067
1245,1245,5677 Strong St.,Hansboro,North Dakota,58339
1246,1246,490 Island Valley,Flora,Mississippi,39071
1247,1247,675 Nectar Mews,Anaheim,California,92806
1248,1248,752 Middle Knoll,Laurel,New York,11948
1249,1249,4575 Hillside Dr.,Half Moon Bay,California,94019
1250,1250,567 North Pendale Street,Fonda,Iowa,50553
1251,1251,6251 Ingle Ln.,Mountain Center,California,92561
1252,1252,818 Silver Swale,La Vergne,Tennessee,37089
1253,1253,546 Burning Ironwood Heights,Fairburn,South Dakota,57738
1254,1254,905 Silver Second Parade,Philadelphia,Pennsylvania,19255
1255,1255,7586 Pompton St.,Fonda,Iowa,50553
1256,1256,5677 Strong St.,Half Moon Bay,California,94019
1257,1257,897 Long Airport Avenue,New York City,New York,10022
1258,1258,427 S Summit Mews,Commerce,Georgia,30529
1259,1259,P.O. Box 60420,Lovejoy,Georgia,30250
1260,1260,2678 Kingston Rd.,Alton,Iowa,51003
1261,1261,5905 Pompton St.,Alton,Iowa,51003
1262,1262,4092 Furth Circle,Ruston,Louisiana,71270
1263,1263,432 SE Expressway,Orondo,Washington,98843
1264,1264,827 Washington Vale,Slidell,Louisiana,70461
1265,1265,338 Colonial Crescent,Geyserville,California,95441
1266,1266,639 Iron Horse,Columbus,Ohio,43207
1267,1267,25593 South Bay Ln.,Condon,Oregon,97823
1268,1268,2304 Long Airport Avenue,New York City,New York,10022
1269,1269,955 Merry Quail,Mule Creek,New Mexico,88051
1270,1270,8489 Strong St.,Los Angeles,California,90003
1271,1271,246 SW Circle Plaza,Lakeview,North Carolina,28350
1272,1272,7734 Strong St.,Rock Valley,Iowa,51247
1273,1273,94 Ferry Passage,San Antonio,Texas,78297
1274,1274,5677 Strong St.,Callaway,Virginia,24067
1275,1275,746 Club Point,San Antonio,New Mexico,87832
1276,1276,4092 Furth Circle,Fonda,Iowa,50553
1277,1277,645 S Flat,Mio,Michigan,48647
1278,1278,87 SW Drive,Easton,Kansas,66020
1279,1279,P.O. Box 16770,Idaho Springs,Colorado,80452
1280,1280,494 Iron Hill Bridge,Cullen,Louisiana,71021
1281,1281,385 Silver Stravenue,New Franklin,Missouri,65274
1282,1282,819 Dewy Smith Driveway,Humboldt,Kansas,66748
1283,1283,700 Jagged Kennedy Jetty,Mc Clellandtown,Pennsylvania,15458
1284,1284,334 Jagged Island Orchard,Bay,Arkansas,72411
1285,1285,522 Clear Nectar Parkway,Wyncote,Pennsylvania,19095
1286,1286,78934 Hillside Dr.,Half Moon Bay,California,94019
1287,1287,P.O. Box 31062,Wilmington,Delaware,19894
1288,1288,3086 Ingle Ln.,Fonda,Iowa,50553
1289,1289,578 Emerald Bridge,Minneapolis,Minnesota,55458
1290,1290,443 NW Cliff Acres,Harwick,Pennsylvania,15049
1291,1291,P.O. Box 51214,Pillsbury,North Dakota,58065
1292,1292,P.O. Box 15231,Ottawa,Illinois,61350
1293,1293,5677 Strong St.,Half Moon Bay,California,94019
1294,1294,248 Blossom Mount,Sebastian,Texas,78594
1295,1295,1785 First Street,Callaway,Virginia,24067
1296,1296,223 W Pass,Marysville,Kansas,66433
1297,1297,4575 Hillside Dr.,Half Moon Bay,California,94019
1298,1298,802 E Bend,Ainsworth,Nebraska,69210
1299,1299,26 Fillmore Bayoo,McKee,Kentucky,40441
1300,1300,763 Lazy Spring,San Ramon,California,94582
1301,1301,63 Silver Light,Irvine,California,92717
1302,1302,897 Long Airport Avenue,Fonda,Iowa,50553
1303,1303,595 N Panda,Lake Odessa,Michigan,48849
1304,1304,614 Cedar Crescent Gateway,Limon,Colorado,80828
1305,1305,787 Beacon Path,Davidson,North Carolina,28036
1306,1306,51 Hazy Land,Minneapolis,Minnesota,55400
1307,1307,328 Clear Shadow Estate,Bly,Oregon,97622
1308,1308,229 Fox Route,Windsor Heights,West Virginia,26075
1309,1309,986 Burning Approach,Stouts Mills,West Virginia,26439
1310,1310,5905 Pompton St.,New York City,New York,10022
1311,1311,308 Mission Approach,Hiseville,Kentucky,42152
1312,1312,P.O. Box 79785,Kawkawlin,Michigan,48631
1313,1313,678 Thunder Eighth Chase,Friday Harbor,Washington,98250
1314,1314,5677 Strong St.,Alton,Iowa,51003
1315,1315,8616 Spinnaker Dr.,New York City,New York,10022
1316,1316,20 Park Haven,Evans Mills,New York,13637
1317,1317,760 Hidden Fox,Boon,Michigan,49618
1318,1318,P.O. Box 96668,Canistota,South Dakota,57012
1319,1319,9408 Furth Circle,Alton,Iowa,51003
1320,1320,840 Amber Fifth,Atlanta,Georgia,30338
1321,1321,206 Lost River Edge,Stonewall,Oklahoma,74871
1322,1322,280 Burning Loaf,San Diego,California,92184
1323,1323,782 First Street,Fonda,Iowa,50553
1324,1324,309 Sleepy Fifth,Brookwood,Alabama,35444
1325,1325,6251 Ingle Ln.,New York City,New York,10022
1326,1326,371 Pleasant Mission Port,Willow Creek,California,95573
1327,1327,5677 Strong St.,Hansboro,North Dakota,58339
1328,1328,567 North Pendale Street,New York City,New York,10022
1329,1329,406 Sky Oval,Bessemer,Pennsylvania,16112
1330,1330,258 Lake Throughway,Highland Park,Michigan,48203
1331,1331,7586 Pompton St.,Alton,Iowa,51003
1332,1332,329 Cedar Course Path,Johnson City,New York,13790
1333,1333,39323 Spinnaker Dr.,Fonda,Iowa,50553
1334,1334,P.O. Box 37938,Mohawk,West Virginia,24862
1335,1335,438 Rocky Barn Orchard,Bethlehem,Maryland,21609
1336,1336,9 Silent Overpass,Bridgeville,California,95526
1337,1337,P.O. Box 41218,Burnet,Texas,78611
1338,1338,5677 Strong St.,Callaway,Virginia,24067
1339,1339,P.O. Box 47644,Honolulu,Hawaii,96801
1340,1340,5677 Strong St.,Hansboro,North Dakota,58339
1341,1341,P.O. Box 46904,San Luis Obispo,California,93408
1342,1342,733 N Hollow,Sawyerville,Alabama,36776
1343,1343,226 W Light,Schenectady,New York,12307
1344,1344,5677 Strong St.,Half Moon Bay,California,94019
1345,1345,344 Neck Quay,Ewen,Michigan,49925
1346,1346,9408 Furth Circle,Fonda,Iowa,50553
1347,1347,59 Silver Orchard,Nevis,Minnesota,56467
1348,1348,659 Red Pine,Piney View,West Virginia,25906
1349,1349,950 Umber Glen,Spavinaw,Oklahoma,74366
1350,1350,782 First Street,Rock Valley,Iowa,51247
1351,1351,34 Sixth Way,Long Beach,California,90805
1352,1352,880 Pleasant Sixth,Westphalia,Missouri,65085
1353,1353,3675 Furth Circle,Hansboro,North Dakota,58339
1354,1354,5677 Strong St.,Ruston,Louisiana,71270
1355,1355,567 North Pendale Street,New York City,New York,10022
1356,1356,188 Old Ridge,Ringgold,Virginia,24586
1357,1357,582 Dewy Spring Skyway,Monessen,Pennsylvania,15062
1358,1358,7586 Pompton St.,Hansboro,North Dakota,58339
1359,1359,P.O. Box 23962,Alexandria,Louisiana,71301
1360,1360,683 Stony Pine,Herminie,Pennsylvania,15637
1361,1361,5677 Strong St.,Fonda,Iowa,50553
1362,1362,2678 Kingston Rd.,New York City,New York,10022
1363,1363,5557 North Pendale Street,New York City,New York,10022
1364,1364,921 Fawn Divide,Kirkland,Washington,98033
1365,1365,P.O. Box 67275,Bucyrus,Ohio,44820
1366,1366,21 Umber Embers,Port Arthur,Texas,77642
1367,1367,5677 Strong St.,Alton,Iowa,51003
1368,1368,320 Umber Rise Turnpike,San Antonio,Texas,78289
1369,1369,P.O. Box 52702,League City,Texas,77574
1370,1370,P.O. Box 80403,Tupman,California,93276
1371,1371,844 Grand Lane,Huddleston,Virginia,24104
1372,1372,5677 Strong St.,Brandon,Florida,33510
1373,1373,2440 Pompton St.,Pineola,North Carolina,28662
1374,1374,7734 Strong St.,Novi,Michigan,48375
1375,1375,645 Crystal Pony,Huntsville,Alabama,35801
1376,1376,516 Timber Trafficway,Seattle,Washington,98127
1377,1377,709 Broad Summit Falls,Stoutsville,Missouri,65283
1378,1378,302 Old View,Baltimore,Maryland,21280
1379,1379,409 Fallen Mall,Gainesville,Florida,32604
1380,1380,P.O. Box 63217,Memphis,Tennessee,38107
1381,1381,130 Mission Haven,Melbourne,Florida,32919
1382,1382,8616 Spinnaker Dr.,Suffern,New York,10901
1383,1383,7635 Spinnaker Dr.,Silver Point,Tennessee,38582
1384,1384,375 Fillmore Tunnel,Lovell,Wyoming,82431
1385,1385,762 Iron Ironwood Road,Dudley,Georgia,31022
1386,1386,748 Cedar Richmond,Waverly,Kentucky,42462
1387,1387,5290 North Pendale Street,Salem,Kentucky,42078
1388,1388,475 Mission Key,Toledo,Washington,98591
1389,1389,560 Quiet Smith,Hillsboro,Ohio,45133
1390,1390,719 Umber Dam,Columbus,Arkansas,71831
1391,1391,582 Clear Bend,Macon,Georgia,31221
1392,1392,610 Jagged Vale,Simi Valley,California,93094
1393,1393,5677 Strong St.,Ringgold,Virginia,24586
1394,1394,P.O. Box 98289,Blue Mountain Lake,New York,12812
1395,1395,8489 Strong St.,Barneveld,Wisconsin,53507
1396,1396,P.O. Box 17416,Cincinnati,Ohio,45258
1397,1397,432 Honey Highlands,West Monroe,Louisiana,71292
1398,1398,560 NW Lodge,Chalk,Texas,79224
1399,1399,5677 Strong St.,Woodinville,Washington,98072
1400,1400,339 Amber Alley,Mc Crory,Arkansas,72397
1401,1401,4092 Furth Circle,Newburg,West Virginia,26410
1402,1402,886 Branch Farms,Osakis,Minnesota,56360
1403,1403,337 Panda Hollow,Clear,Alaska,99704
1404,1404,P.O. Box 93028,Donaldson,Indiana,46513
1405,1405,4092 Furth Circle,Toledo,Ohio,43654
1406,1406,991 Lost Turnpike,Bronson,Michigan,49028
1407,1407,753 Noble Point,Cataula,Georgia,31804
1408,1408,820 Round Camp Trafficway,Seattle,Washington,98165
1409,1409,845 Cozy Track,Hathaway Pines,California,95233
1410,1410,799 Crystal Ferry Vale,Pittsburgh,Pennsylvania,15236
1411,1411,P.O. Box 39117,Coburn,Pennsylvania,16832
1412,1412,78934 Hillside Dr.,Climax,Georgia,39834
1413,1413,435 Amber Freeway,Ojai,California,93023
1414,1414,3086 Ingle Ln.,Albany,Georgia,31707
1415,1415,P.O. Box 79185,Kennesaw,Georgia,30156
1416,1416,832 Smith Woods,Sauk City,Wisconsin,53583
1417,1417,8489 Strong St.,Napa,California,94559
1418,1418,62 Cinder Forge,Grand Junction,Colorado,81503
1419,1419,149 Grove Trace,Friendsville,Maryland,21531
1420,1420,25593 South Bay Ln.,Loomis,Washington,98827
1421,1421,5677 Strong St.,Sierra Vista,Arizona,85635
1422,1422,2304 Long Airport Avenue,Crab Orchard,Tennessee,37723
1423,1423,4092 Furth Circle,Deerwood,Minnesota,56444
1424,1424,868 Dewy Robin,Osco,Illinois,61274
1425,1425,361 Furth Circle,Rowlesburg,West Virginia,26425
1426,1426,904 Cinder Viaduct,Mount Auburn,Iowa,52313
1427,1427,4092 Furth Circle,Littlestown,Pennsylvania,17340
1428,1428,63 Hazy Island,Boise,Idaho,83709
1429,1429,697 Blue Point,Sipsey,Alabama,35584
1430,1430,897 Dusty Embers,Forest,Indiana,46039
1431,1431,576 Wagon Bayoo,Palmer,Texas,75152
1432,1432,1785 First Street,Salt Lake City,Utah,84189
1433,1433,86 Heather Union,Tie Plant,Mississippi,38960
1434,1434,385 Wintergreen Extension,Saint Louis,Michigan,48880
1435,1435,78934 Hillside Dr.,Forkland,Alabama,36740
1436,1436,P.O. Box 17288,Gladwin,Michigan,48624
1437,1437,3086 Ingle Ln.,Abilene,Texas,79604
1438,1438,24 Sleepy Wagon Way,Dayton,Ohio,45423
1439,1439,389 Silver Narrow,Los Angeles,California,90017
1440,1440,5905 Pompton St.,Linesville,Pennsylvania,16424
1441,1441,4092 Furth Circle,Labarre,Louisiana,70751
1442,1442,P.O. Box 19269,Frakes,Kentucky,40940
1443,1443,94 Burning Rose Viaduct,Charleston,South Carolina,29424
1444,1444,789 Gentle Anchor,New Boston,Texas,75570
1445,1445,394 Burning Branch Highlands,Downey,California,90242
1446,1446,433 Hazy Third Terrace,Fosston,Minnesota,56542
1447,1447,3758 North Pendale Street,Cove,Arkansas,71937
1448,1448,6251 Ingle Ln.,New Bedford,Pennsylvania,16140
1449,1449,505 Rocky Glen,Lafayette,Louisiana,70509
1450,1450,P.O. Box 72071,Melissa,Texas,75454
1451,1451,P.O. Box 43187,New Hyde Park,New York,11040
1452,1452,P.O. Box 66721,Placitas,New Mexico,87043
1453,1453,5677 Strong St.,Grand Prairie,Texas,75052
1454,1454,5677 Strong St.,Lexa,Arkansas,72355
1455,1455,897 Long Airport Avenue,Jacksonville Beach,Florida,32250
1456,1456,39323 Spinnaker Dr.,Lebanon,Nebraska,69036
1457,1457,44 Indian Washington,East Tawas,Michigan,48730
1458,1458,2678 Kingston Rd.,Los Angeles,California,90048
1459,1459,168 Essex Stravenue,Washington,District of Columbia,20232
1460,1460,4092 Furth Circle,Nashville,Tennessee,37235
1461,1461,63 Golden Blossom,Clayhole,Kentucky,41317
1462,1462,5677 Strong St.,Flynn,Texas,77855
1463,1463,519 Spur Plaza,Rossburg,New York,14776
1464,1464,621 Rabbit Tunnel,Duluth,Minnesota,55802
1465,1465,P.O. Box 64630,Huff,Kentucky,42250
1466,1466,P.O. Box 97404,Falls Church,Virginia,22043
1467,1467,897 Long Airport Avenue,Martin,South Carolina,29836
1468,1468,497 Clear Forest Knoll,New Waverly,Indiana,46961
1469,1469,499 Old Essex Chase,Georgetown,New York,13129
1470,1470,78934 Hillside Dr.,Hanston,Kansas,67849
1471,1471,7734 Strong St.,Elk Horn,Iowa,51531
1472,1472,9408 Furth Circle,D Lo,Mississippi,39062
1473,1473,P.O. Box 71464,Corona,New Mexico,88318
1474,1474,378 Shady Goose Arbor,Many Farms,Arizona,86538
1475,1475,5557 North Pendale Street,Woodlawn,Texas,75694
1476,1476,729 NW Forest,Des Moines,Iowa,50335
1477,1477,168 Park Estate,Alvord,Iowa,51230
1478,1478,2678 Kingston Rd.,Brooklyn,Iowa,52211
1479,1479,7476 Moss Rd.,Merrifield,Virginia,22118
1480,1480,25593 South Bay Ln.,Little Sioux,Iowa,51545
1481,1481,889 Rapid Haven,Crook,Colorado,80726
1482,1482,39323 Spinnaker Dr.,Hoopa,California,95546
1483,1483,995 Velvet Alley,Raleigh,Mississippi,39153
